Area_NId;Area_Parent_NId;Area_Parent_GId;Area_ID;Area_Name;Area_GId;Area_Level;Area_Map;Area_Block;Area_Global
786;778;db65a8fc-3718-40a6-bff9-875d3db8f12b;AFRCOM002003008;MNADZICHOUMOE;c1caed0d-e76c-4e19-a9c3-4e8cd272e9a3;5;afr_com_l03_1999.shp;;FALSE
787;778;db65a8fc-3718-40a6-bff9-875d3db8f12b;AFRCOM002003009;MRAMANI;69eb3a72-9e53-4a5b-b64e-5ff1886237ca;5;afr_com_l03_1999.shp;;FALSE
788;778;db65a8fc-3718-40a6-bff9-875d3db8f12b;AFRCOM002003010;NOUNGA;4de87f79-a06b-4a50-a94c-6c60656c2c72;5;afr_com_l03_1999.shp;;FALSE
790;789;d6df5027-c045-4cb3-af92-730760f2c128;AFRCOM002004001;ADDA DAOUENI;320c0c2a-6796-48a3-afec-124695ed2320;5;afr_com_l03_1999.shp;;FALSE
791;789;d6df5027-c045-4cb3-af92-730760f2c128;AFRCOM002004002;BANDA KOUNI;0ef0b759-e9c0-412c-9405-a5049805763c;5;afr_com_l03_1999.shp;;FALSE
792;789;d6df5027-c045-4cb3-af92-730760f2c128;AFRCOM002004003;BANDA LADJANDZA;acad1d9f-a2ec-45cc-9ebf-0f88eed9b6cd;5;afr_com_l03_1999.shp;;FALSE
793;789;d6df5027-c045-4cb3-af92-730760f2c128;AFRCOM002004004;DAJI;606a3336-161a-48bd-b460-300715191f05;5;afr_com_l03_1999.shp;;FALSE
794;789;d6df5027-c045-4cb3-af92-730760f2c128;AFRCOM002004005;JANDZA;a34cde04-3281-4456-9a22-890c7e795b89;5;afr_com_l03_1999.shp;;FALSE
795;789;d6df5027-c045-4cb3-af92-730760f2c128;AFRCOM002004006;KANGANI ANJOUAN;3d20d135-4b75-4ee4-82dd-413ced64e7db;5;afr_com_l03_1999.shp;;FALSE
796;789;d6df5027-c045-4cb3-af92-730760f2c128;AFRCOM002004007;KOMONI;2c4ba24b-5810-49f9-9272-fcc10e3d0e43;5;afr_com_l03_1999.shp;;FALSE
797;789;d6df5027-c045-4cb3-af92-730760f2c128;AFRCOM002004008;MAGNASSINI;140ca8c3-e315-40ee-8f1d-1d803b21799b;5;afr_com_l03_1999.shp;;FALSE
798;789;d6df5027-c045-4cb3-af92-730760f2c128;AFRCOM002004009;MREMANI;1598ece4-ce99-45f3-b005-4331c23d6aff;5;afr_com_l03_1999.shp;;FALSE
799;789;d6df5027-c045-4cb3-af92-730760f2c128;AFRCOM002004010;MRIDJOU;00877189-7204-48bc-b3fc-ad6d3a1c679d;5;afr_com_l03_1999.shp;;FALSE
800;789;d6df5027-c045-4cb3-af92-730760f2c128;AFRCOM002004011;ONGODJOU;08bd4399-e81f-48a5-8fa1-8ff0d947e63d;5;afr_com_l03_1999.shp;;FALSE
801;789;d6df5027-c045-4cb3-af92-730760f2c128;AFRCOM002004012;TRINDRINI;390dc537-4fdf-4aa6-b011-74f8c3576a1b;5;afr_com_l03_1999.shp;;FALSE
803;802;d7cef5cd-1a4f-496d-ab94-af688338a8ab;AFRCOM002005001;BANDRA LAMAHALE;611a0d4f-c6dc-4b5b-8c94-035b9d3ade7f;5;afr_com_l03_1999.shp;;FALSE
804;802;d7cef5cd-1a4f-496d-ab94-af688338a8ab;AFRCOM002005002;BARAKANI ANJOUAN;41d1e9ca-29da-4414-a150-d4354e3830a3;5;afr_com_l03_1999.shp;;FALSE
805;802;d7cef5cd-1a4f-496d-ab94-af688338a8ab;AFRCOM002005003;BAZIMINI;2e25d0c4-9a87-4e46-b0d1-f74c420fbf19;5;afr_com_l03_1999.shp;;FALSE
806;802;d7cef5cd-1a4f-496d-ab94-af688338a8ab;AFRCOM002005004;GNATRANGA+MOIOU;2fd23500-10ee-4d61-b95a-3c9441997b5c;5;afr_com_l03_1999.shp;;FALSE
807;802;d7cef5cd-1a4f-496d-ab94-af688338a8ab;AFRCOM002005005;HAJOHO;989acb6d-a5dc-4fa4-8806-5b96095fbd77;5;afr_com_l03_1999.shp;;FALSE
808;802;d7cef5cd-1a4f-496d-ab94-af688338a8ab;AFRCOM002005006;HAREMBO;83121a0f-db18-40da-af55-ffdaba3c855a;5;afr_com_l03_1999.shp;;FALSE
809;802;d7cef5cd-1a4f-496d-ab94-af688338a8ab;AFRCOM002005007;JIMLIME;7853ba23-6f05-478a-b18c-2e3302f5bce9;5;afr_com_l03_1999.shp;;FALSE
810;802;d7cef5cd-1a4f-496d-ab94-af688338a8ab;AFRCOM002005008;KOKI;d6511f31-3fc5-48d7-8248-0e6fc2e10e93;5;afr_com_l03_1999.shp;;FALSE
811;802;d7cef5cd-1a4f-496d-ab94-af688338a8ab;AFRCOM002005009;OUANI;a67ae870-4098-4798-b888-86c3ebfde97f;5;afr_com_l03_1999.shp;;FALSE
812;802;d7cef5cd-1a4f-496d-ab94-af688338a8ab;AFRCOM002005010;PATSY;52b2bfef-d039-4f94-8d6a-ac487206def0;5;afr_com_l03_1999.shp;;FALSE
814;813;56c0efe1-2c12-4190-ad64-10ab3f20f426;AFRCOM002006001;CHAMDRA;7817da17-9be7-4be2-864f-426713b013f7;5;afr_com_l03_1999.shp;;FALSE
815;813;56c0efe1-2c12-4190-ad64-10ab3f20f426;AFRCOM002006002;DINDRI;22fbeaca-4aa2-4957-996e-934c07f307a7;5;afr_com_l03_1999.shp;;FALSE
816;813;56c0efe1-2c12-4190-ad64-10ab3f20f426;AFRCOM002006003;TSEMBEHOU;68d2ed4c-49b8-428f-bd66-a5fe2dc821e0;5;afr_com_l03_1999.shp;;FALSE
818;817;ff4282ad-a04d-4175-8fc4-874cdaa176af;AFRCOM002007001;BANDRANI VOUANI;75fc85fe-353b-4e39-8ee6-c1c69059d3da;5;afr_com_l03_1999.shp;;FALSE
819;817;ff4282ad-a04d-4175-8fc4-874cdaa176af;AFRCOM002007002;CHIROVE;1949ed13-4e69-4682-9670-27a0dc3f76eb;5;afr_com_l03_1999.shp;;FALSE
820;817;ff4282ad-a04d-4175-8fc4-874cdaa176af;AFRCOM002007003;DAR SALAMA;65a26395-ad19-4580-90de-fda1065aeae6;5;afr_com_l03_1999.shp;;FALSE
821;817;ff4282ad-a04d-4175-8fc4-874cdaa176af;AFRCOM002007004;IMERE;34c41c17-0d95-49ec-8c87-7182dd408971;5;afr_com_l03_1999.shp;;FALSE
822;817;ff4282ad-a04d-4175-8fc4-874cdaa176af;AFRCOM002007005;KOWE+COSINI;ba0ddc9b-8ba2-45cf-8968-abad0728c161;5;afr_com_l03_1999.shp;;FALSE
823;817;ff4282ad-a04d-4175-8fc4-874cdaa176af;AFRCOM002007006;LINGONI;273907d2-6e38-4d91-94b8-bdbd3ed0182e;5;afr_com_l03_1999.shp;;FALSE
824;817;ff4282ad-a04d-4175-8fc4-874cdaa176af;AFRCOM002007007;MAGNASSINI NINDRI;6def6ba6-c516-4adb-9737-99fafe3eeb40;5;afr_com_l03_1999.shp;;FALSE
825;817;ff4282ad-a04d-4175-8fc4-874cdaa176af;AFRCOM002007008;MARONTRONI;6cb2f950-c230-40ab-ab1a-20fdca65efb3;5;afr_com_l03_1999.shp;;FALSE
826;817;ff4282ad-a04d-4175-8fc4-874cdaa176af;AFRCOM002007009;MAWENI;8f9f3abd-242c-4d22-ad55-170051e0e16e;5;afr_com_l03_1999.shp;;FALSE
827;817;ff4282ad-a04d-4175-8fc4-874cdaa176af;AFRCOM002007010;MOYA;2c3ab4a9-c7b6-4182-9ef8-ea9db674d5ee;5;afr_com_l03_1999.shp;;FALSE
828;817;ff4282ad-a04d-4175-8fc4-874cdaa176af;AFRCOM002007011;NINDRI;9cb4ee31-0a68-4e86-93a9-7aa8afdf8c91;5;afr_com_l03_1999.shp;;FALSE
829;817;ff4282ad-a04d-4175-8fc4-874cdaa176af;AFRCOM002007012;POMONI;f3c81550-3059-4e0f-b412-9fedcbd7d2e8;5;afr_com_l03_1999.shp;;FALSE
830;817;ff4282ad-a04d-4175-8fc4-874cdaa176af;AFRCOM002007013;SALAMANI;54f65506-8e31-4a32-8662-a0bc87790112;5;afr_com_l03_1999.shp;;FALSE
831;817;ff4282ad-a04d-4175-8fc4-874cdaa176af;AFRCOM002007014;VOUANI;973a3b31-538e-4851-8fa6-dede15059b35;5;afr_com_l03_1999.shp;;FALSE
833;832;425212f9-d4d4-4131-94d7-99c1f4b9612e;AFRCOM002008001;BIMBINI;76d2d360-58a7-4e4d-a3d8-c07d12f31020;5;afr_com_l03_1999.shp;;FALSE
834;832;425212f9-d4d4-4131-94d7-99c1f4b9612e;AFRCOM002008002;BOUGOENI;ef298867-9d5d-49ac-8afe-25bd392eb03b;5;afr_com_l03_1999.shp;;FALSE
835;832;425212f9-d4d4-4131-94d7-99c1f4b9612e;AFRCOM002008003;CHITSANGACHELE+ HADONGO;fa0405a4-1759-476c-81ab-ba0ee09ba8f6;5;afr_com_l03_1999.shp;;FALSE
836;832;425212f9-d4d4-4131-94d7-99c1f4b9612e;AFRCOM002008004;DZINDRI I;9fc56897-ea59-4a2b-830b-c164050f7335;5;afr_com_l03_1999.shp;;FALSE
837;832;425212f9-d4d4-4131-94d7-99c1f4b9612e;AFRCOM002008005;HASSIMPAO;b5a3a522-fbef-44aa-986a-1a209ed23a0b;5;afr_com_l03_1999.shp;;FALSE
838;832;425212f9-d4d4-4131-94d7-99c1f4b9612e;AFRCOM002008006;KAVANI;44242cdf-5081-43ee-938d-823619c7fa26;5;afr_com_l03_1999.shp;;FALSE
839;832;425212f9-d4d4-4131-94d7-99c1f4b9612e;AFRCOM002008007;MARAHARE;29e126fc-3c2b-425c-aefa-57963d1f98cf;5;afr_com_l03_1999.shp;;FALSE
840;832;425212f9-d4d4-4131-94d7-99c1f4b9612e;AFRCOM002008008;MILEMBENI ANJOUAN;cb4dc7df-caa5-4ab1-aac6-943e51f48fcf;5;afr_com_l03_1999.shp;;FALSE
841;832;425212f9-d4d4-4131-94d7-99c1f4b9612e;AFRCOM002008009;MIRONGANI;cd180685-4f5c-4786-b950-bffbf41df713;5;afr_com_l03_1999.shp;;FALSE
842;832;425212f9-d4d4-4131-94d7-99c1f4b9612e;AFRCOM002008010;MROMOUHOULI;f800ce3d-3c2f-4ffb-aa64-014f0d3db5f9;5;afr_com_l03_1999.shp;;FALSE
843;832;425212f9-d4d4-4131-94d7-99c1f4b9612e;AFRCOM002008011;SIMA;dfe4d58f-6a9f-45e0-b9b9-d4beb171503f;5;afr_com_l03_1999.shp;;FALSE
844;832;425212f9-d4d4-4131-94d7-99c1f4b9612e;AFRCOM002008012;VASSI;23a52fb7-8156-4e3f-8aed-93945103067c;5;afr_com_l03_1999.shp;;FALSE
846;845;83da8b89-0670-43da-9a21-f94c7757ee5a;AFRCOM003003001;BANDADAOUENI;ea13c563-48d6-4c50-81af-9e7c240037d9;5;afr_com_l03_1999.shp;;FALSE
847;845;83da8b89-0670-43da-9a21-f94c7757ee5a;AFRCOM003003002;BANDAMADJI LADOMBA;836dacfb-0fc6-401a-9b86-224706df8316;5;afr_com_l03_1999.shp;;FALSE
848;845;83da8b89-0670-43da-9a21-f94c7757ee5a;AFRCOM003003003;OUNGONI;e78f842f-da6d-442d-8c76-07d2188ec45e;5;afr_com_l03_1999.shp;;FALSE
849;845;83da8b89-0670-43da-9a21-f94c7757ee5a;AFRCOM003003004;PIDJANI;7638e125-40f0-48d6-ad2c-6912dfb2076f;5;afr_com_l03_1999.shp;;FALSE
850;845;83da8b89-0670-43da-9a21-f94c7757ee5a;AFRCOM003003005;TSINIMOIPANGA ET MIHANBOINI;db71a78f-c705-4e59-9479-bf3271264efa;5;afr_com_l03_1999.shp;;FALSE
852;851;2320260d-447f-4120-8543-7f12c78a7206;AFRCOM003004001;FOUMBOU DZIVOUNI;83453263-5914-4c73-8000-a6b78e920046;5;afr_com_l03_1999.shp;;FALSE
853;851;2320260d-447f-4120-8543-7f12c78a7206;AFRCOM003004002;IDJINKOUDZI;79d3e480-0b61-4acf-8df8-09110a4e1767;5;afr_com_l03_1999.shp;;FALSE
854;851;2320260d-447f-4120-8543-7f12c78a7206;AFRCOM003004003;IDJOI NDRADJA;88b9acc7-4eb4-4a59-ba13-b593e9eb858f;5;afr_com_l03_1999.shp;;FALSE
855;851;2320260d-447f-4120-8543-7f12c78a7206;AFRCOM003004004;MADJOMA;5efb1e4f-8c81-487c-9ba2-24abb6251cff;5;afr_com_l03_1999.shp;;FALSE
856;851;2320260d-447f-4120-8543-7f12c78a7206;AFRCOM003004005;MAOUENI YA DIMANI;3cafc73a-8a52-470e-83b4-b7e23be1d73d;5;afr_com_l03_1999.shp;;FALSE
857;851;2320260d-447f-4120-8543-7f12c78a7206;AFRCOM003004006;MBOUDE YA DIMANI;a9683e03-73e2-412a-8ccb-fffa45d1aed5;5;afr_com_l03_1999.shp;;FALSE
858;851;2320260d-447f-4120-8543-7f12c78a7206;AFRCOM003004007;MIDJINDZE;631a159a-6bdd-4f83-8efb-458946bb583c;5;afr_com_l03_1999.shp;;FALSE
859;851;2320260d-447f-4120-8543-7f12c78a7206;AFRCOM003004008;MIRERENI;92ddc372-aa0f-46dc-9996-6e39cbfb8c3a;5;afr_com_l03_1999.shp;;FALSE
860;851;2320260d-447f-4120-8543-7f12c78a7206;AFRCOM003004009;MTSANGADJOU;fb266d8f-0d08-4af4-a860-7f02be3251ca;5;afr_com_l03_1999.shp;;FALSE
861;851;2320260d-447f-4120-8543-7f12c78a7206;AFRCOM003004010;NTSODENI + ICONI;4089c24c-8a13-473b-bc85-2a8d0431aa23;5;afr_com_l03_1999.shp;;FALSE
862;851;2320260d-447f-4120-8543-7f12c78a7206;AFRCOM003004011;NTSORALE YA DIMANI;d39c391f-e990-405a-9548-d75df3081f9e;5;afr_com_l03_1999.shp;;FALSE
863;851;2320260d-447f-4120-8543-7f12c78a7206;AFRCOM003004012;REHEMANI;9cc29f23-41f2-4ede-978e-516028764df5;5;afr_com_l03_1999.shp;;FALSE
864;851;2320260d-447f-4120-8543-7f12c78a7206;AFRCOM003004013;SIDJOU;1ce71afb-db9f-4427-9ab3-b9a9fd369afe;5;afr_com_l03_1999.shp;;FALSE
866;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006001;BAMBADJANI;e2fbf4b0-19ba-4f17-a97f-3916b05e9b0b;5;afr_com_l03_1999.shp;;FALSE
867;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006002;BATOU;4991eb50-1384-43c7-8b8c-c8c889c3e160;5;afr_com_l03_1999.shp;;FALSE
868;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006003;BOUNI;ab3b0125-8497-4691-99f0-06f2958b3f8c;5;afr_com_l03_1999.shp;;FALSE
869;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006004;DIMADJOU;59baae2c-5421-433e-ab12-19680973f3fc;5;afr_com_l03_1999.shp;;FALSE
870;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006005;GNADOMBOENI;d1ff26cb-48a5-4582-82b7-1efe9346255e;5;afr_com_l03_1999.shp;;FALSE
871;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006006;HADJAMBOU;5fa02c78-984f-4058-9113-edc4be3303d2;5;afr_com_l03_1999.shp;;FALSE
872;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006007;HEROUMBILI;37fa12f8-feff-4101-b704-90d4c1dbfa36;5;afr_com_l03_1999.shp;;FALSE
873;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006008;IFOUNDIHE YA HAMAHAMET;b36cf420-8377-461d-a5a7-79def19dd423;5;afr_com_l03_1999.shp;;FALSE
874;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006009;ITSANDZENI;012121d3-99b7-4344-a403-6aa928f274d1;5;afr_com_l03_1999.shp;;FALSE
875;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006010;KOURANI YA HAMAHAMET;f768af64-56d6-44c6-a7e8-529f1577c30c;5;afr_com_l03_1999.shp;;FALSE
876;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006011;MBATSE YA HAMAHAMET;061dbc89-bad2-4322-a357-43175fcda9ab;5;afr_com_l03_1999.shp;;FALSE
877;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006012;MBENI;f82ed3d5-f9b8-4c35-8e9a-aab07abebfa1;5;afr_com_l03_1999.shp;;FALSE
878;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006013;MDJIHARI;26b76cd1-e773-49d2-936d-831210578f51;5;afr_com_l03_1999.shp;;FALSE
879;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006014;MNOUNGOU;1af7a624-440e-4ec0-af1f-fe175495121f;5;afr_com_l03_1999.shp;;FALSE
880;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006015;MOIDJA YA HAMAHAMET;36dead33-e10a-466a-8583-50376a62ac51;5;afr_com_l03_1999.shp;;FALSE
881;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006016;NGOLE;9a6eedc6-91fa-48fd-9163-ce6098f80bdb;5;afr_com_l03_1999.shp;;FALSE
882;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006017;OUELLAH YA HAMAHAMET;e5e554d9-31c9-4001-9916-a6b83f6e43c6;5;afr_com_l03_1999.shp;;FALSE
883;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006018;SADA CHIHOUE;c0bda67b-3a15-43b1-9283-b77dbeebad51;5;afr_com_l03_1999.shp;;FALSE
884;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006019;SALIMANI +NTAKOUDJA;c819fa68-6dbe-44b8-a5d3-64751e534e1b;5;afr_com_l03_1999.shp;;FALSE
885;865;98d9ac0f-48da-4cc4-ba5d-5b06178cc2a4;AFRCOM003006020;SELEANI;19b487ce-6ad1-43bc-b93a-8d2c59153bc4;5;afr_com_l03_1999.shp;;FALSE
887;886;ac4da4c2-295d-4169-8732-544a04405658;AFRCOM003010001;BOENI YA BAMBAO;a48908ad-2dec-4bfa-b4d0-0abdee7e30f1;5;afr_com_l03_1999.shp;;FALSE
888;886;ac4da4c2-295d-4169-8732-544a04405658;AFRCOM003010002;BOUDA DJOU;7e73c1d0-e962-4664-bfe0-5aca37e8cb16;5;afr_com_l03_1999.shp;;FALSE
889;886;ac4da4c2-295d-4169-8732-544a04405658;AFRCOM003010003;DAOUENI;87691e32-b2bd-4353-ad83-304d1d0cba02;5;afr_com_l03_1999.shp;;FALSE
890;886;ac4da4c2-295d-4169-8732-544a04405658;AFRCOM003010004;DZAHANI YA BAMBAO;d5c7a4f7-fcba-4ac0-a052-44169a359915;5;afr_com_l03_1999.shp;;FALSE
891;886;ac4da4c2-295d-4169-8732-544a04405658;AFRCOM003010005;ICONI;917a9909-4421-413c-a6fb-699913179de4;5;afr_com_l03_1999.shp;;FALSE
892;886;ac4da4c2-295d-4169-8732-544a04405658;AFRCOM003010006;MAVINGOUNI;6f8ed876-65fa-4826-8fa9-db39e6735a99;5;afr_com_l03_1999.shp;;FALSE
893;886;ac4da4c2-295d-4169-8732-544a04405658;AFRCOM003010007;MBACHILE;113489e3-9d85-4cd0-b65f-1df10058c4d4;5;afr_com_l03_1999.shp;;FALSE
894;886;ac4da4c2-295d-4169-8732-544a04405658;AFRCOM003010008;M'DE;b4a27c1f-c30e-42c5-8e1a-14d9e75bb546;5;afr_com_l03_1999.shp;;FALSE
895;886;ac4da4c2-295d-4169-8732-544a04405658;AFRCOM003010009;MOIDZAZA BOINI;feb6ff20-2fc6-4e48-821c-c6433f40b34a;5;afr_com_l03_1999.shp;;FALSE
896;886;ac4da4c2-295d-4169-8732-544a04405658;AFRCOM003010010;MOIDZAZA DJOUMBE;923c5d7c-f0af-4707-a163-ab2c99f5bdd9;5;afr_com_l03_1999.shp;;FALSE
897;886;ac4da4c2-295d-4169-8732-544a04405658;AFRCOM003010011;M'VOUNI;d633dd05-4a66-4362-b8ba-d3121215c692;5;afr_com_l03_1999.shp;;FALSE
898;886;ac4da4c2-295d-4169-8732-544a04405658;AFRCOM003010012;NDROUANI;4256a7ab-cbc3-4da8-ab8b-0b2529fb762d;5;afr_com_l03_1999.shp;;FALSE
